,shortcode,date,hashtags,caption,locationid,lat,lng,age,ethnicity,gender,duration,movement,weight,comments,reps
299,Bko5bJol10P,2018-06-30 06-41-00,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;shoulderday;shoulderworkout;delts;lateral;raise,Lateral cable raises are the variation we do for dumbell lateral raises This is a great exercise for your side delts Keep your form tight breathe dont lean too much to exert power ✌️,1017380593,22.3304806,73.2350082,0,UNK,UNK,29.4,UNK,-1,UNK,
300,BuOa3WnFTUj,2019-02-23 13-09-06,,Chest cable flys fit Rocking my VXS check BIO,213385402,51.5071148636,-0.1273180524,0,UNK,UNK,17.06,UNK,-1,UNK,
301,Bjzlu1wlsGL,2018-06-09 13-49-51,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;triceps;tricepsworkout,Dumbell kick back is a great mass building exercise for your tricep brachii keep your form tight and focus on stretch squeeze,UNK,UNK,UNK,0,UNK,UNK,37.23,UNK,-1,UNK,
302,BxBrDZSAJQh,2019-05-04 03-50-35,reverselunges;acefitness;acefamily;personaltrainer;gains;muscles;girlswholift;girlswithmuscle;strongwomen;girlswhoworkout;fitlife;fitfam;fit;strong;fitnessjourney;fitness;fitgirls;spartangirl;exercise;workout;girlpower;girlgains;fitnotskinny;fitwomen;bodybuilding;selflove;loveyourbody;girlpower;lifting,A little chair work in my hotel room 😄💪,11368874,41.8441,-79.1424,0,UNK,UNK,39.42,UNK,-1,UNK,
303,BzU5f1pgZvo,2019-06-30 08-06-24,legs;personaltrainer;cardio;fitlife;exercise;glutes;quads;health;fitnessmodel;bench;fitnessgirl;diet;nutrition;trainhard;healthy;healthylifestyle;lifestyle;bodybuilder;workoutmotivation;bootybuilding;weightloss;nopainnogain;lift;sport;power;fitnessjourney;strongman;goals;fitnessaddict;muscles,SUN ☀️ DAY LEGDAY 🔥 heavy squats and leg press hen into a lot of volume work with a good form and keeping things tight 🦍,531934883514601,52.24992,0.7093,0,UNK,UNK,53.166000000000004,UNK,-1,UNK,
304,ByPW9G3nBSx,2019-06-03 07-55-24,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,Today I want to share one important thing related to tricep pushdowns Now when your doing tricep pulley pushdowns Your doing elbow extensions To stimulate your lateral head Now when your doing it with moderate or light weight You are not involving your trapezius muscle or trap muscle to push the bar down Or in simple words your not taking help of your shoulder strength Now heres the main thing when your doing heavy pushdowns as I am doing here The probability of involvement of trapezius increases as a result the tension which should come on triceps is distributed Because your shoulder blades are also involved So always keep in mind that Whenever your doing tricep pushdowns always focus on elbow extensions Of course a lil bit of shoulder strength will be involved during heavy loads But try to keep the mind muscle connection so strong that it is neglected So keep your form tight and dont forget to breathe 👍👍fitnessfitfitnessmotivationfitnesslifestyle,UNK,UNK,UNK,0,UNK,UNK,15.35,UNK,-1,UNK,
305,BsdJK0JFfSI,2019-01-10 13-16-10,crossfitlovers;crossfitters;crossfit;crossfitlife;teenagecrossfitter;boxjumps,Cheeky box jump👀,UNK,UNK,UNK,0,UNK,UNK,9.56,UNK,-1,UNK,
306,ButH1KzHcv6,2019-03-07 11-16-22,personaltraining;nevergiveup;fitfam;fit;fitnessjourney;fitness,The only limits that exist are the ones in your mind 💪👍🥊,800983196703045,52.57434,-0.24614,0,UNK,UNK,9.129,UNK,-1,UNK,
307,BzEUQ-_h-VP,2019-06-23 21-34-47,elitefleet;areyouapartoftheelitefleet;special;fuelledbyelitesupps;supernova;workout;fatburner;fatloss;weightloss;shred;burnfat;loseweight,Weightloss and train hard stack by Jo FAT BURNER ANS DIABLO Diablo is the first fat burner on the market ive tried that curbs my appetite and helps me get through the morning snack time PREWORKOUT Supernova This preworkout gets me going for that 530am training sesh Clears my head and energizes me with focus and doesnt give me that crash Head to the link in my bio and use my code JO10 through checkout elitefleet areyouapartoftheelitefleet special fuelledbyelitesupps supernova workoutfatburner fatloss weightloss shred burnfat loseweight media 🎥,UNK,UNK,UNK,0,UNK,UNK,28.24,UNK,-1,UNK,
308,BzJ_-0PDFHG,2019-06-26 02-48-55,califit14;nasm;herniateddisc;islandstrongalldaylong;healing;gainzboxathlete;thestruggleisreal;strongwomen;fitforareason;backday;gainzbox;strength;therapy;islandstrong;rehab;fitnessjourney;trainhard;fighthard;backworkout;workout;BACKDAY;inspire;inspiration;islandstrong;strongisland;strongisland;lislandstrong;herniateddiscrecovery;girlswhotrain;progressnotperfection;strongnotskinny,Kneeling single arm cable row this movement works so many different muscles First up the main reason why I am kneeling is to activate my core This activation will happen more by kneeling rather than standing If you do this Variation make sure to tilt your pelvic bone back and brace your core Now what else am I working Here’s the list 😁 💪🏻lats back 💪🏻posterior deltoid shoulder rear 💪🏻mid and lower trap back 💪🏻Teres minor and major back 💪🏻Infraspinatas back 💪🏻brachialis working arm 💪🏻Brachioradialis working arm 💥Head on over to my health and fitness page for customized program information at wwwfacebookcomcalifit14 💥💥 💪🏻💪🏻gainz box athlete To save 10 off Your first gainz box follow link gainzboxpxfioW0bA3 and use discount code CALI💪🏻💪🏻 💥💥 Island Strong Ambassador Enjoy 20 off at a wwwlislandstrongcomdiscount20 off at cali20 💥,5954580,40.7830638702,-73.2888776913,0,UNK,UNK,59.96,UNK,-1,UNK,
309,BuHf2rVhGaw,2019-02-20 20-37-22,squat;heavy;safetybar;spot;safety;bodybuilder,SQUAT 70kg Bar The importance of letting your ego go and asking for a spot If you’re attempting a max or just heavy weight in general than ask for a spot from someone that is stronger than you are and has experience in spotting Communication to each other first is important Tell your spotter your cues and how many you’re going for Cheers Kyle 👍🏽,245999312,-35.1188028316,147.3443520069,0,UNK,UNK,39.26,UNK,-1,UNK,
310,BnWt6ZGAVsu,2018-09-05 18-45-54,befitbycosta;personaltraining;bicepsworkout;tabataworkout;stronglady;nopainogain;healthylifestyle;fitnesstransformation,Well done Shirley 👍💪you are so strong and determined,227561342,52.5833,-0.25,0,UNK,UNK,8.9,UNK,-1,UNK,
311,BxluG32hGul,2019-05-18 03-57-33,back;latpulldown;lats;acefitness;acefamily;personaltrainer;gains;muscles;girlswholift;girlswithmuscle;strongwomen;girlswhoworkout;fitlife;fitfam;fit;strong;fitnessjourney;fitness;fitgirls;spartangirl;exercise;workout;girlpower;girlgains;fitnotskinny;fitwomen;bodybuilding;selflove;girlpower;lifting,You can do it put your back into 💪 Chest up retracted scapula pulling the bar down below my chin and NOT using any momentum👌,213174853,42.21774,-73.86422,0,UNK,UNK,47.769,UNK,-1,UNK,
312,Bo6U8thFn5j,2018-10-14 11-13-29,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,Very truly said✌️✌️fitnessfitfitnessmotivationfitnesslifestyle,UNK,UNK,UNK,0,UNK,UNK,10.879000000000001,UNK,-1,UNK,
313,BfYFiBOhnO_,2018-02-19 11-22-45,fitnessmotivation;fitness;fitnessinspiration;fitmom;fitnessjourney;personaltrainer;befitbycosta;fit4lesspeterborough;fit4less,If you can dream ityou can do it Amazing determination Shirley Wiggins You just proved again that age is just a number,800983196703045,52.57434,-0.24614,0,UNK,UNK,60.0,UNK,-1,UNK,
314,BycSXYonXlw,2019-06-08 08-27-24,melbourne;bodybuilding;strong;powerlifting;shredding;bulking;deadlift;bench;squat;legday;backday;chestday;abs;shredded;quads;ifbb;chest;workout;fitspo;fitness;motivation;shred;benchpress;fitfam;followforfollow,FINALLY after the first time I seen the 100’s I wanted to press them and it’s finally been done ✊✊💦💦😍😍,269259174,-37.83174,144.95163,0,UNK,UNK,18.36,UNK,-1,UNK,
315,ByuhaLTgkcS,2019-06-15 10-23-11,firenze;moustache;italianlife;soundon;acroyoga;handstand;pushups;crossfit;abs;muscle;fitness;arm;travel;calisthenics;instagay;gayboy;gaydude;scruff;shredded;shredded_academy;muscle;yoga;muscleup;superman;parkour;gaymuscle;gayfit;gay;beastmode,Drama in the streets of Firenze,235718823,43.7769373981,11.2476713397,0,UNK,UNK,17.23,UNK,-1,UNK,
316,BzSrP3qFnmk,2019-06-29 11-21-43,fitness;workout;gymflow;gymmemes;Bodybuilding;ifbbpro_behrooztabani;fitness;workout;gymflow;gymmemes;Bodybuilding;sexybut;sexybreast;biggerboobs;thighworkout,Fitnesspack,UNK,UNK,UNK,0,UNK,UNK,12.533,UNK,-1,UNK,
317,ByoCn3wgygG,2019-06-12 21-59-04,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;squats;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Volume 🔊 is the name of the game at Bootcamp at the moment Nope not that kind of volume reps on reps 🏋️‍♀️🏋️💪 A broad base makes the peak all the higher ⛰️ As always there was some very tasty Squatting on display 🔥,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,29.27,UNK,-1,UNK,
318,BTtSKdulZ-C,2017-05-05 10-37-16,highprotein;strong;cutting;gym;gymselfie;lifting;weights;heavylifting;hiit;hiitworkout;healthy;weightloss;weightlossjourney;weightlifting;lowcarb;bodybuilding;sixpackabs;musclebuilding;abs;fullbodyworkout;gymrat;newbalance;tattoos;tatts;eatclean;eatcleantraindirty;cleaneating;intermittentfasting;fasting,Some L shape pull ups to finish the day,230466545,,,0,UNK,UNK,23.565,UNK,-1,UNK,
319,BrUV7lPHqAA,2018-12-13 06-47-24,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,Actually I sprained my adductors something one month backSo training legs after good month halfFelt good wanted to go heavy but will gradually do itGiving recovery time is the atmost thing for optimum results✌️fitnessfitfitnessmotivationfitnesslifestyle,UNK,UNK,UNK,0,UNK,UNK,26.81,UNK,-1,UNK,
320,BzSepx3HQfg,2019-06-29 09-32-25,flexfriday;fitfluential;yoga;seenonmyrun;training;strong;shredded;instarunners;fitnessfriday;powerlifting;sundayrunday;movenourishbelieve;physique;bodybuilder;deadlift;triceps;beastmode;gymtime;strength;cardio;armday;fitnessmodel;healthy;biceps;gymrat;personaltrainer;gymshark;exercise;backday;fitnessaddict,CHEST 🔥 Heavy to start then stretch and tear the muscle get that blood in there And leg it grow 🦍,221309383,52.4083333333,0.5566666667,0,UNK,UNK,50.7,UNK,-1,UNK,
321,BzRAmT5AQ4q,2019-06-28 19-50-24,,My last post cutoff and I didnt realize it Oh you know just over here squating 235 for 3 its been a minute and this was heavy trying out my new 9mm knee sleeves they were amazing for the shirt size large for the PR knee sleeves For the leggings angel3 thanks for the spot and making sure I am good,UNK,UNK,UNK,0,UNK,UNK,59.68899999999999,UNK,-1,UNK,
322,Bn_jE3ogb-0,2018-09-21 15-20-18,motivation;fitnessmotivation;fitspo;fitspiration;fitness;fitnesslife;fitnesscoach;gymapparel;gymwear;weighttraining;weights;weightlifting;weightliftingjourney;liftingheavy;liftinglarge;liftheavy;weightliftinglife;lifting;justlift;liftlife;instalift;doyouevenlift;guyswholift;beastmode;gym;gymlife;bodybuilding;trainhard,Dip challenge I think I got 50 fast dips in How many can you do,1020453330,53.816146771,-1.604297609,0,UNK,UNK,37.76,UNK,-1,UNK,
323,BwpBp8TAmTw,2019-04-24 14-08-16,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;squats;pausedsquats;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Big lifts from the top corner crew last night Paused Squats were on the menu 🏋️‍♀️📃 ⭐ monster87 110 kg x 4 ⭐ 925 kg x 4 ⭐ 95 kg x 4 ⭐ 100 kg x 4 All tasty PBs🔥💪🙌,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,18.77,UNK,-1,UNK,
324,Bx1pwWVHRYh,2019-05-24 08-20-51,personaltrainer;nevergiveup;peterborough;fit;fitfam;fitness;fitnessjourney;fitnessmotivation;strongwomen;football,I think Shirley has been watching too many Ronaldo videos,800983196703045,52.57434,-0.24614,0,UNK,UNK,18.48,UNK,-1,UNK,
325,ByNXZfrDcd-,2019-06-02 13-21-04,Legday;Bootybuilding;workoutvideo;Gymshark,One of the things I get asked about the most is actually squat technique 🏋🏻‍♀️ A very good way to learn both proper depth and to keep a tight core is box squats And not the kind where you just sit down and relax on the box before you get up again 🙈 I mean the kind where you sit down controlled while keeping your core tight then hold for a second on the box and then get back up This is also a good way to learn to sit back and use your glutes and back🍑💪🏼 Have you tried it I’ve done these a lot in the past to drill my squat form and I really recommend them 😃 The entire session went like this 1️⃣ Box squats 4x68 2️⃣ One leg hip thrust 2x8 3️⃣ KB flared feet thrust 2x10 pulses 4️⃣ Semi sumo smith machine RDL’s 4x1215 Love these🥰🥰 5️⃣Abduction machine 2x10 6️⃣ Kick back machine 2x10 I did more exercises than normal but kept the total amount of reps and sets pretty much the same 😃 This was a killer for the glutes and fun too 🍑🔥🙌🏼 Did you start your week off with some lifting 💪🏼,UNK,UNK,UNK,0,UNK,UNK,56.83,UNK,-1,UNK,
326,BzLx1jgnXYU,2019-06-26 20-22-18,rugby;crossfit;gymnastics;gym;powerlifting;weightlifting;healthyfood;love;instagram_kids;follow;follow4followback;likeforlikes;likeforfollow;sponsorme,Boom 150kg for 3 Pb’d my 1RM by 15 kg🤪 No clue where that came from Glad to have gotten one of the seeding workouts done tho Can’t wait to compete in September🤘🏻,270094466482372,52.0003345705,-2.110303677,0,UNK,UNK,30.0,UNK,-1,UNK,
327,BsvKUtMlxQS,2019-01-17 13-17-07,,Noone said it would be easy and it’s not as you can tell by the way my smile rips my face Starting to take my deadlifts seriously I hate then but love them I would be grateful if anyone could help criticimprove my form 🙏,277524138,37.65,126.8,0,UNK,UNK,26.23,UNK,-1,UNK,
328,Bf3mKklBem8,2018-03-03 17-13-10,fit4lesspeterborough;fitness;fitnessmotivation;fitnessjourney;fitnesslife;weightlosstransformation;weightlossjourney;weightlossmotivation;weights;romania;deadlift;personaltrainer;befitbycosta,If you can dream it you can do it Well done Marius Adrian Big progress from 100 kg 8 times 2 weeks ago today 140 kg for 5 times Great power and good determination,800983196703045,52.57434,-0.24614,0,UNK,UNK,37.0,UNK,-1,UNK,
329,BjzitnVgzFI,2018-06-09 13-27-12,bootcamp;embankment;peterborough;weekend;workout;befit;healthy;personaltraining;befitbycosta,Whether you are looking to build muscles lose weight improve your fitness levels or just be more healthy Costa’s Bootcamps can help💪💪💪 every Saturday at 1100 am and Sunday at 1030 Who’s gonna join us😊 5 £per person,1017348922,52.5693370676,-0.2365003189,0,UNK,UNK,60.01,UNK,-1,UNK,
